"","Sample.1.NI.Sample1","Sample.2.NI.Sample1","Sample.3.d3.pi.Sample1","Sample.4.d3.pi.Sample1","Sample.5.ECM.Sample1","Sample.6.ECM.Sample1","Sample 1
ECM
Sample2","Sample 2
ECM
Sample2","Sample 3
NI
Sample2","Sample 4
NI
Sample2","Sample 5
d3 pi
Sample2","Sample 6
d3 pi
Sample2"
"P07758, P22599, Q00896, Q00897, Q00898",0.0807236886620273,0.434706873888649,0.406503903905454,0.426081570555731,-0.770762974660379,-0.577253062351481,-0.303744829173887,-0.85949831384255,0.365119587344137,0.250808634210361,0.0631760324220356,0.484138889039903
"P07758, P22599, Q00896, Q00898",0.250486384829538,0.173600018340951,0.162708849064426,0.132947818416508,-0.480402223888966,-0.239340846762456,-0.0977139688958419,-0.491770680036539,0.304459811782668,0.0233468690783605,0.287181858811361,-0.0255038907400076
"P07758, Q00896",0.196933055538229,0.349835959474659,0.365420914621479,0.419440466753763,-0.726909088610647,-0.604721307777483,-0.351683706296225,-0.598843300911774,0.458629064639727,0.215654780281904,-0.105745931848587,0.381989094134957
"P07759",0.17173523062552,0.32045592843818,0.33467628355803,0.53741463114512,-0.746894411334901,-0.617387662431949,-0.226809991571289,-0.836758897270888,0.287690462756654,0.329069586388607,-0.0989971829468774,0.545806022643794
"P07759, P29621",0.46409249483115,0.661414475405572,0.742816958999819,0.549629046937216,-1.46186742517919,-0.956085550994565,-0.259838713360057,-1.1245972314668,0.542467223648157,0.669401276325486,-0.46401090553506,0.636578350388276
"P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6",-0.130557063758924,0.260666015938104,0.232983051624006,0.478857831443339,-0.481774195134268,-0.360175640112257,-0.257263174662169,-0.500443879506266,0.319732999765928,0.33373876842759,-0.413982254850433,0.518217540825351
"P07759, P29621, Q03734, Q5I2A0, Q91WP6",-0.0675112189113634,0.296242328983744,0.333064703855332,0.587812034744545,-0.636254208273864,-0.513353640398393,-0.179227555054017,-1.10854186480814,0.326670509052982,0.26535643067305,-0.00209999729999222,0.697842477436122
"P07759, P29621, Q03734, Q80X76",0.0800658425691303,0.00691787070578176,0.0692305433579832,0.368637318796108,-0.304957611631342,-0.219893963797662,NA,NA,NA,NA,NA,NA
"P07759, Q03734",0.0941386232522898,0.396420331557243,0.430832691845921,0.694303935622673,-0.908291250040405,-0.707404332237722,-0.193107086562648,-0.612691460062698,0.137822145252765,0.203705094521111,-0.0650258212369805,0.529297128088449
"P07901, P11499",0.100461199719442,-0.191980197837641,-0.454085612158879,-0.478376447709195,0.472716356948268,0.551264701038004,0.292295784461991,1.57771753787673,-0.82026780453861,-0.0930187531375073,-0.750039939720413,-0.206686824942187
"P07901, P11499, Q9CQN1",-0.0770797484664785,-0.155864069427927,-0.0358965010389158,-0.0547169337878741,0.0929308483963949,0.230626404324801,-0.243039809759567,0.652358444238413,-0.139028692979521,-0.151950169872373,-0.0580376884182261,-0.0603020832087253
"P08003",-0.321392761127895,-0.261640742995595,-0.239699847818564,-0.442568317556122,1.48162390733324,-0.216322237835068,NA,NA,NA,NA,NA,NA
"P08032",0.16311577560373,-0.419655458484928,-0.369458602526899,-0.43695918225183,0.541021771109478,0.521935696550449,-0.101892768633994,1.58364488455427,-0.726057221591297,-0.31237707907451,-0.210314814569468,-0.233003000685003
"P08113",-0.246295300550683,-0.252801371518051,-0.336629150085821,-0.287023342396633,1.3895767572789,-0.266827592727711,-0.280935861247056,-0.0259613768225351,-0.111394300999998,-0.0839996010423634,0.431388752771342,0.0709023873406109
"P08207",-0.360206776788494,-0.38012936816232,-0.420249904857353,-0.661085813612157,1.13474195222537,0.686929911194956,-0.113340356162648,1.6887527209045,-0.636575253392059,-0.0868622861364714,-0.618980787495088,-0.232994037718233
"P08226",0.276540842227644,0.229400188746177,-0.342850886896594,0.285417701849388,-0.227051913896258,-0.221455932030358,-0.262925099127564,-0.671075509298351,0.123630236090127,0.357069458483652,0.264087162085668,0.189213751766468
"P08228",0.126391130080232,-0.236394442470903,-0.298678166737415,-0.354784075807627,0.406924444887259,0.356541110048455,-0.328496139314582,1.16129489442929,-0.182741766405883,-0.0361461399415268,-0.566224196642238,-0.0476866521250621
"P08249",0.235722133653228,-0.186810891166922,0.280111774375124,-0.363388174137054,0.149476481128328,-0.115111323852703,0.116930006529228,0.273274106424407,0.0250742822924854,0.0228750530359276,-0.161848253716496,-0.276305194565551
"P08556, P32883, P62835, Q61411, Q99JI6",-0.0315388310643332,-0.307524145166895,-0.426307380571459,-0.45487805901772,0.612339289589169,0.607909126231239,0.0521427543950588,1.46757108753539,-0.570792142514247,0.0479640491030446,-1.01055091713345,0.0136651686142084
"P08607",-0.0279696539686598,-0.125245184054486,-0.0942026660237416,-0.045073441481617,0.190216772597437,0.102274172931066,-0.0828408639574438,0.0904334823832409,0.41506644155306,0.0550105475868032,-0.259328276617941,-0.218341330947719
"P08730, P19001, Q61414, Q9QWL7",0.823157648282201,0.0133956396687069,-0.395083806358285,-0.37435666533614,0.0138170899349435,-0.0809299061914253,0.112783120083647,0.406593392021153,0.316180214280059,-0.247011449311764,-0.663903139890556,0.0753578628174623
"P08730, Q61414, Q61781, Q6IFX2, Q9D312, Q9QWL7, Q9Z2K1",0.366960188455209,-0.175884429817117,-0.0682706954320165,-0.362170111547585,0.118364613628333,0.121000434713177,-0.179245917743345,0.168690078984858,0.223829368072704,-0.051072079181735,-0.481129463893146,0.318928013760662
"P08752",-0.043697824970669,-0.163588638442569,-0.224737632523871,-0.23202763677593,0.404856032613397,0.25919570009964,-0.0161111502860072,1.54157108197349,-0.555696284216913,-0.193939956096297,-0.420047203262453,-0.355776488111822
"P09055",0.0431867002190329,-0.0589591263986646,-0.115787106676216,-0.338721272645164,0.19474500122559,0.275535804275423,-0.184141555483973,1.14633109242473,-0.436338767338367,-0.113594193369897,-0.376718633639379,-0.0355379425931095
"P09055, Q9Z0T9",0.221393295849498,-0.154313999109847,-0.407240412104823,-0.543001836953914,0.423970314099985,0.4591926382191,-0.427828478266946,1.90799268298225,-0.658842547455093,0.205309696733323,-1.02185959914336,-0.00477175485017556
"P09103",-0.13703981020677,-0.31114478248343,-0.23880458278858,-0.434612520583892,1.63752439695258,-0.515922700889907,-0.177502217998047,-0.0556142180723871,0.318941931292622,-0.164334654801467,0.543568965490226,-0.465059805910947
"P09581",-0.241947464163367,0.156537200092222,0.066344987899027,0.125365493081613,-0.06236260925307,-0.0439376076564248,-0.186788132402727,0.161285301666152,0.737172410345238,-0.0614104283011598,-0.31955267572308,-0.330706475584422
"P09813",0.385629284667486,0.175437281654333,0.160524949260622,0.0969525424941726,-0.717152272591296,-0.101391785485318,-0.478349934004326,-1.10066607109503,-0.30554662628213,0.92088064754467,0.273187920739847,0.690494063096972
"P0CG49, P0CG50, P62983, P62984",-0.0883631239861629,-0.260192761424558,-0.00450041741259,-0.492340986654931,0.497595758482748,0.347801530995493,-0.367078883589383,1.4512202712832,-0.422534589537501,0.0474169798488613,-0.57997042186269,-0.129053356142485
"P0CW02, P0CW03",-0.208198857839324,0.0230939949247793,0.221470692415035,-0.0304493150453853,-0.0586331534216891,0.0527166389665847,0.122246068824962,1.22521972619711,-0.819682580678617,-0.375151753400712,0.094972990061144,-0.247604451003889
"P0CW03",-0.322440653657404,-0.200717448656732,-0.264791722107132,-0.518723846746658,0.665800492219452,0.640873178948475,0.0585021710475027,1.43655040391867,-0.980484868144859,-0.288285306774531,-0.304679873324799,0.0783974732780166
"P0DP26, P0DP27, P0DP28",0.0438936089056265,-0.384843931533839,-0.244928997009829,-0.722516708004233,0.792951000379857,0.515445027262417,-0.122996732733754,2.06514948879558,-0.561265850070322,0.0858740854016831,-1.23864710099479,-0.228113890398403
"P10107",0.00171903641377602,-0.365474079609733,-0.354578220568872,-0.259391424365505,0.68255088945471,0.295173798675624,-0.184712098869253,1.7501982792348,-0.869226284449087,-0.176995771121596,-0.530305436840963,0.0110413120460948
"P10126",-0.0761614764067975,-0.27489955696895,-0.286841952524504,-0.316232230662455,0.512356972932295,0.441778243630412,0.0729513876271706,1.00618872861629,-0.455440106870376,0.0395969637762903,-0.40071254076654,-0.262584432382833
"P10126, P62631",-0.0872135887349699,-0.220273497892341,-0.359207453649341,-0.491344394475909,0.56599667814622,0.592042256606342,-0.208328406270097,1.31888567246437,-0.506213216422494,-0.0127779227139793,-0.50486369329953,-0.0867024337582736
"P10126, P62631, Q03311",-0.153745183898691,-0.274246856995312,-0.163142680289241,-0.186971579456892,0.300704446481926,0.477401854158209,-0.258703003102447,0.813841874782925,-0.321689823877271,-0.24578474464435,-0.248995892903984,0.261331589745126
"P10639",-0.117633838699051,-0.425448062083882,-0.579616410888458,-0.645529053566775,0.895049037463754,0.873178327774412,-0.044026342570433,1.09295485313147,-0.441311134819939,-0.210377259258136,-0.264220703007914,-0.133019413475045
"P10852",0.0762783913582452,-0.167798118152885,-0.315670452519141,-0.161165196908188,0.409655873497747,0.158699502724221,-0.221476843622614,1.14979056540728,-0.324021602326464,-0.193646952619031,-0.367746726652502,-0.0428984401866699
"P10853, P10854, P70696, Q64475, Q64478, Q64524, Q64525, Q6ZWY9, Q8CGP0, Q8CGP1, Q8CGP2, Q9D2U9",-0.350193081490095,-0.390532124920633,0.278541800745287,-0.285126316084289,0.355264359195508,0.39204536255422,NA,NA,NA,NA,NA,NA
"P11276",0.0184213694297246,-0.00766775474103909,0.0851876132031371,0.18546426729295,-0.223832887949316,-0.0575726072354557,-0.111443745853151,-0.407397101914112,0.295435253173523,0.0568905850163852,0.178384497634489,-0.0118694880571342
"P11352",-0.607208677953039,-0.153663336541869,0.448503155783107,-0.400963334647821,0.4434871168295,0.269845076530123,NA,NA,NA,NA,NA,NA
"P11499",-0.0419745389868384,-0.322635208933661,-0.524338928536209,-0.500472214071761,0.740379445225298,0.649041445303173,-0.111302340119142,0.990417902260217,-0.265116753252283,-0.22893255121781,0.0983234608990844,-0.483389718570067
"P11589",0.341902386495218,0.521004988955418,0.228044538552442,0.569507354207637,-0.450661048538343,-1.20979821967237,-0.874224515896359,-1.03504794709689,0.867552087969119,-0.0365639930110211,0.371482520393505,0.706801847641649
"P11672",-0.349070749010185,-0.280516323819001,-0.12482941964754,-0.234390415920503,0.778103290193849,0.210703618203381,NA,NA,NA,NA,NA,NA
"P11679, Q6IFZ6, Q8VED5, Q922U2",1.29064053470883,0.129724792778945,-0.619738607615832,-0.368419253579048,-0.138065129072828,-0.294142337220064,-0.287318116636399,-0.0164348621193438,0.396696557387076,0.136845977346593,-0.664039684094107,0.43425012811618
"P11680",0.0433317518137026,-0.00482311801525093,0.192528870706219,0.0478719673130397,0.0135105451155075,-0.292420016933217,-0.0996138730364597,0.328497840588519,-0.0437674843102016,0.0622843861117439,-0.325323904899495,0.0779230355458922
"P11714, P24456, P24457",-0.328634734842226,-0.386228762100621,-0.466678244668166,-0.713022820715449,1.6872631559984,0.207301406328058,NA,NA,NA,NA,NA,NA
"P11835",-0.124458081477935,-0.314831384778612,-0.501697812203718,-0.407881250391798,0.666091415690701,0.682777113161363,0.0784421575295258,1.80589263677563,-0.872309930758944,-0.289020749029949,-0.505273756177571,-0.217730358338691
"P11859",-0.185839058158142,-0.28347870704472,-0.132751874124472,-0.228715223525772,0.344416326227895,0.486368536625212,0.0568868720566611,-0.522641053213048,-0.0890410790654053,-0.0128592881816516,0.203852844519209,0.363801703884235
"P12246",-0.408738017121465,-0.180626266817582,-0.00986730723229545,-0.191408900434105,0.425695095783035,0.36494539582241,1.23139619883749,-0.283590736484199,-0.193085097421116,-0.61381303199461,0.256846274493889,-0.39775360743146
"P13020",0.0996236910704407,0.129730941095055,0.20031772108687,0.42676100917765,-0.438882389917088,-0.417550972512927,-0.323548024642514,-0.344008676791032,0.01974889529694,0.238752236313854,0.331249688990301,0.077805880832452
"P13634",-0.219833637749937,-0.35046609892154,-0.498473443228127,-0.541354556311947,0.766989936653715,0.843137799557834,-0.0459980123633019,1.81454342623855,-0.754973207882239,-0.240388345728735,-0.439583431029986,-0.333600429234284
"P14069",0.303286102089354,-0.295573446218432,-0.520249531954988,-0.677619207636976,0.736916165874872,0.45323991784617,-0.116645600160248,0.993022827957401,-0.164460974291322,-0.052439904263557,-0.4360896181446,-0.223386731097674
"P14106",-0.27494567118796,-0.206681223365783,-0.172276168011253,-0.199003348702198,0.492163125746658,0.360743285520534,-0.0603332639641514,0.128747610252742,0.199398192061075,-0.0644534453083474,-0.0697468295948207,-0.133612263446498
"P14152",0.111102658261729,-0.23937536157519,-0.324815174325992,-0.395000127034776,0.569713081858348,0.278374922815882,-0.151511289459483,0.700485482052915,0.137453078316661,0.00489211966106362,-0.535563785051862,-0.155755605519294
"P14211",-0.168016633405007,-0.243086063201417,-0.236372389625194,-0.321060929245996,1.2751500071936,-0.306613991715988,-0.364940011498316,0.471571090216238,-0.116289615868393,-0.0259021906860717,0.276632902065182,-0.24107217422864
"P14430",0.0256623591216028,-0.158035563736239,-0.142319670432648,-0.340474845962326,0.0739551640388467,0.541212556970763,NA,NA,NA,NA,NA,NA
"P14824",-0.0422503933088998,-0.302728821074873,-0.203040003824825,-0.555296129504226,0.67498758043778,0.428327767275044,0.0161402039192446,1.35421279328679,-0.534759550058451,-0.1188535006749,-0.363054733675348,-0.353685212797341
"P14847",-0.064624328291039,0.138319905074718,0.16899946185343,0.150244327964499,-0.1625733275465,-0.230366039055109,0.562762110933863,-0.375199357152342,-0.0398058872866369,-0.208808642686751,0.270902864934717,-0.20985108874285
"P15327",0.116091710271827,-0.312904797361573,-0.425218841123715,-0.34222057360345,0.378012993035459,0.586239508781454,0.0476251514764581,1.26235708498265,-0.266836208241601,-0.281264884627062,-0.639462235732704,-0.122418907857744
"P15508",-0.0688673629803485,-0.225731443385379,-0.344280084183791,-0.21650390748684,0.420939571106452,0.434443226929905,-0.0506040137716179,1.76581150587451,-0.952783777533061,-0.369111124671904,0.0466788459400647,-0.439991435837992
"P15532, Q01768",-0.32160272475687,-0.392382386784544,-0.378127224421103,-0.54526984915211,0.728045047829964,0.909337137284664,-0.181789722802062,0.813822746788747,0.0304334978681866,-0.1851167430697,-0.376026289530066,-0.101323489255105
"P15702",0.0257593255038935,-0.17830375266852,-0.403364586965105,-0.336406490401392,0.459041111703872,0.433274392827251,-0.133618589838675,1.38525240598026,-0.325280674543786,-0.23197813328691,-0.744839818486823,0.0504648101759346
"P16045",-0.0319628720100544,-0.337625105885983,-0.433076781552292,-0.579412066129311,0.815550775050679,0.56652605052696,-0.20265649499516,1.73992592881967,-0.654474244200302,-0.226128440272031,-0.437544106828301,-0.219122642523877
"P16301",-0.176549597723189,-0.0200066654807403,0.386193285199927,-0.240705231051588,-0.127173229203884,0.178241438259474,-0.15714310576802,-0.18705523411826,0.040990672980433,-0.116506275783796,0.198665548642992,0.221048394046652
"P16330",0.0599591516654092,-0.154261821943665,-0.135794904319801,-0.162228272836156,0.15039235477096,0.241933492663253,-0.15475803714551,1.36985675912317,-0.458333481180655,-0.112218532828605,-0.719096330014188,0.0745496220457911
"P16627, P17156, P17879, P20029, P63017, Q61696",0.13419397203849,-0.239312577882628,-0.427650291567001,-0.398786414923739,0.866979713710216,0.0645755986246632,-0.533277214616363,0.780078128479843,0.118870580449391,0.0284944040049493,-0.513064155438019,0.118898257120199
"P16627, P17156, P17879, P63017, Q61696",0.70051477213863,0.343391715284314,-0.438538051254448,-0.450240584718207,-0.113698638062363,-0.041429213387925,-0.302124285720829,-0.156772830329207,-0.180870173323377,-0.283840382841498,-0.242241529674,1.16584920188891
"P16858",-0.0577874221671384,-0.281098020094174,-0.340716936714191,-0.414812549650947,0.538523834877263,0.555891093749186,-0.258633849417409,1.03720887758258,-0.460571237630631,0.258328521273585,-0.533943768807108,-0.0423885430010205
"P16858, Q64467",-0.137988846643515,-0.00609359176501689,-0.0956504337624056,-0.156125070824081,0.120784046451559,0.275073896543459,-0.368668047233575,0.521018998629291,-0.0956464090039955,0.29810681174982,-0.12498421256983,-0.22982714157171
"P17047",0.517505819507074,-0.355458001241374,-0.286351088154119,-0.485846362499245,0.950326397956551,-0.340176765568885,NA,NA,NA,NA,NA,NA
"P17156, P63017",0.0249952255660126,-0.174288284094141,-0.347097767609441,-0.31485565619557,0.335721654753321,0.475524827579819,-0.374519930355306,1.15911290698029,-0.262566185833805,0.0380946788652197,-0.666120101148635,0.105998631492239
"P17182",-0.105509696681443,-0.305236245445277,-0.368497646794229,-0.530155318925351,0.721613438724262,0.587785469122039,0.0248441505366719,1.47091547813963,-0.618475214784357,-0.0861474897351719,-0.583042637967246,-0.208094286189528
"P17182, P17183, P21550",-0.30115927136222,-0.138338222893458,-0.124672088585575,-0.108429284081128,0.370693405984791,0.301905460937589,-0.0233402970543795,0.920800777198137,-0.678601464425054,-0.209667912490456,-0.121735316997244,0.112544213768999
"P17563, Q63836",0.307400937617621,-0.096983924317894,-0.611457166998622,-0.630950310761707,0.629167377561953,0.402823086898649,NA,NA,NA,NA,NA,NA
"P17717",-0.262341179958988,-0.333206869731159,-0.343134851667698,-0.479267539012689,1.69978230245856,-0.281831862088028,NA,NA,NA,NA,NA,NA
"P17717, P70691, Q62452, Q63886, Q64435, Q6PDD0, Q6ZQM8, Q80X89, Q8BWQ1",-0.143310667486364,-0.305422293813532,-0.296533430015647,-0.43796745135516,1.12650478109666,0.0567290615740452,0.000410513549113478,0.33882578865163,-0.17776354713672,-0.351695655455081,0.718728587093646,-0.52850568670259
"P17742",-0.0154735685549938,-0.233257027780092,-0.394948884884048,-0.387286375626025,0.479865120293467,0.551100736551691,-0.288307078766337,1.40039559657695,-0.38452488888586,0.229045784855328,-0.763969551552754,-0.192639862227329
"P17751",0.0898651854148942,-0.301678476852558,-0.458776604768649,-0.497261197870948,0.56193697430072,0.605914119776542,-0.156733682419292,1.15467804187405,-0.200823312522123,-0.0203437324102906,-0.287146151257955,-0.489631163264385
"P18337",-0.135052324688952,-0.108924368173904,-0.133405798035271,-0.100100925244563,0.216790471570919,0.260692944571771,-0.0740205811733872,1.32365862190471,-0.139790659291774,-0.141726741735185,-0.350524280045702,-0.617596359658664
"P18531, P18532",-0.0941531378985099,-0.0964119334527753,0.0819339163006623,-0.138670129940185,0.164255766222344,0.083045518768464,NA,NA,NA,NA,NA,NA
"P18532",-0.320469145419161,-0.0424723760851258,0.213076730090413,-0.0873752068858984,0.122253094005755,0.114986904294016,0.724464677803085,-0.800830843282763,-0.0310221286290226,0.013960836310849,0.508401470712563,-0.414974012914712
"P18572",-0.0898469314776489,-0.199576213624173,-0.504653167604844,-0.465891646225926,0.612364982561115,0.647602976371478,-0.194331678125086,1.41848723631705,-0.816383265668675,-0.28292891553264,-0.447915696889768,0.323072319899115
"P18760",0.234099908518005,-0.0812572965420504,-0.0616167320126078,-0.334892165678103,0.111763190757735,0.13190309495702,-0.362134014547703,0.807473313993866,-0.0332228424868402,0.29794440457132,-0.733957197301551,0.0238963357709094
"P18760, P45591",0.324818344606991,-0.11176183775677,-0.140312783631293,-0.390829860253693,0.0898301325193627,0.228256004515403,-0.590045244261755,1.21909665695584,-0.0989903068033771,0.4780144426086,-1.36494762821435,0.356872079715037
"P19001, Q61414, Q61781, Q6IFX2, Q9QWL7",0.427590312378165,-0.0509772380945055,-0.094572329458948,-0.117966988160556,0.0473708581786156,-0.211444614842773,-0.184248975642478,0.128993403114325,0.0934779039059395,0.038697316267672,-0.493684523767245,0.416764876121787
"P19221",-0.0787521372053956,-0.0105027745853166,-0.0445628655405068,0.0640633641784443,0.00328638302401796,0.0664680301287559,-0.00688073327448935,-0.0116224693460039,-0.12285195228894,-0.00581031973566981,0.154134816688405,-0.0069693420433028
"P20029",-0.0524944324767498,-0.222770931689078,-0.239817992235261,-0.320633523933835,1.16607007062051,-0.330353190285586,-0.14529433931469,0.139048174923222,0.0724940103261282,-0.0762341359887366,0.200608274188903,-0.190621984134825
"P20065",0.155776134535828,-0.214429007723927,-0.362111313758716,-0.496982209751926,0.466026082933155,0.451720313765584,-0.608013205918791,1.21085442763348,0.210277513973282,0.155903810576423,-0.859576986357523,-0.109445559906873
"P20491",0.327360179237279,-0.299313303853386,-0.624225129943512,-0.541468541349845,0.520369335853728,0.617277460055734,-0.414490511498014,1.7992245393372,-0.835064966603572,0.242061317518274,-0.831831561216283,0.0401011824623962
"P20918",0.0478573178837229,0.139864077405161,0.167314957915879,0.366105504609124,-0.427987849250361,-0.293154008563525,-0.00525694272937649,-0.532912795636964,0.0120261520300353,-0.0202315539953606,0.363524624939565,0.182850515392101
"P21180",0.0530002485812431,-0.209114504271016,-0.362155506247948,-0.0839143420475836,0.0730316390979295,0.529152464887376,0.42863223044944,0.283702623240093,-0.157157107053542,-0.166403307899928,-0.134465232952313,-0.254309205783751
"P21614",0.000650580846284665,0.148290987067354,0.174117380451181,0.237632757993825,-0.322463522946725,-0.238228183411921,-0.0458356621876193,-0.41427065710279,0.0180518530471399,0.004777534293817,0.323143715266193,0.114133216683259
"P21765, P46412",0.178133987738025,0.14538402150925,0.101550959514536,0.357866340708134,-0.530306215428837,-0.252629094041109,-0.270478140347866,0.0139633775463568,0.266852706839292,-0.0993468016455585,0.149929621749869,-0.0609207641420921
"P21956",0.364494055042042,-0.0257285028381422,-0.231914011209688,-0.106341864712693,-0.0187954443517118,0.0182857680701938,-0.501113421062251,0.223497643272741,0.118069752659995,0.494817244517881,-0.458747108171333,0.123475888782968
"P21995",0.0382990058606265,-0.197236831328302,-0.558266018722909,-0.565829970489233,0.65257074809031,0.630463066589507,-0.239593661906487,1.74177268606317,-0.774714544295207,-0.322065662468717,-0.528868825242112,0.123470007849357
"P22599",0.139230214565559,0.255604581325113,0.214114927652244,0.371515140445906,-0.563716479426382,-0.41674838456244,-0.239204476139039,-0.477748957762717,0.20680393617844,0.0837395602407383,0.175469000208845,0.250940937273733
"P22599, Q00896, Q00897",0.644294675580292,0.221681821427603,0.410197852108903,0.315482046625315,-0.911348858388251,-0.68030753735386,-0.16527077529331,-1.12204797882839,-0.0260103751729646,0.445492386509451,0.35810086417366,0.509735878611549
"P22599, Q00897",0.117252787381334,0.38087921562201,0.146907485069386,0.846193118202339,-0.865163249049411,-0.626069357225659,0.0186548716663903,-1.35583703105697,0.32758522281303,-0.097082287730871,0.45619780456889,0.650481419739529
"P22599, Q00897, Q00898",-0.373030130702678,0.36740970060814,0.971826910576173,-1.03489870405008,0.498473436329404,-0.429781212760957,0.0900677524516293,-0.0541916941683311,-0.257534734544458,-0.428215053410878,0.852949288649938,-0.2030755589779
"P22599, Q00898",-0.628060793446271,0.195967208782923,0.340663487496081,-0.57672418369211,0.2017956275601,0.466358653299275,-0.0812758326340943,-0.116586170045101,-0.0141094824486454,-0.2500497744487,0.682820457744686,-0.220799198168146
"P23492",0.240520379265459,-0.199955397959712,-0.268082503286757,-0.148780446941772,0.242999409638456,0.133298559284326,NA,NA,NA,NA,NA,NA
"P23953",0.284911318700918,0.425630873861245,0.515714302464649,0.528767172670508,-0.966052453415877,-0.788971214281442,-0.225473466458207,-0.997756291625004,0.226874537681052,0.0769937599896973,0.779543212218545,0.139818248193917
"P23953, Q8VCC2, Q8VCT4",0.175932003594413,0.370822559387639,0.505324319305406,0.570302289928267,-0.683452425586051,-0.938928746629675,-0.409403958937049,-0.149764084795613,0.105431072220973,-0.0250218800606454,0.522408628628714,-0.0436497770563808
"P23953, Q8VCT4",0.358441239825713,0.670102444146594,0.752154455528052,0.724994780276317,-1.08448994866784,-1.42120297110884,-0.199722273042461,-1.83031429728859,0.450318624434791,0.247175524221241,1.00597128828601,0.32657113338901
"P24063",-0.0373574527287466,-0.316386511933345,-0.385081482467812,-0.546231142000329,0.609887356828321,0.675169232301913,0.00101832340274965,1.66363172109766,-0.854603611085395,-0.182404885955803,-0.334552473298945,-0.293089074160271
"P24270",0.17797024476158,-0.0904292527507469,-0.150024377442801,-0.0988807420660542,0.238850748591551,-0.0774866210935294,NA,NA,NA,NA,NA,NA
"P24369",-0.272681615410088,-0.251974851307198,-0.181280536458559,-0.364865878076705,1.54646039636591,-0.475657515113355,-0.241005122261997,0.189569450438743,0.100085519593602,-0.00507241288427807,0.526156785914829,-0.569734220800898
"P24456",-0.220953644892079,-0.139235981100615,-0.19184365236301,-0.108169498533994,0.769017303613621,-0.108814526723925,NA,NA,NA,NA,NA,NA
"P26039",0.0864245012542724,-0.0509247048382906,0.0101011849174384,-0.191889266729758,0.0631333088691566,0.0831549765271817,-0.401608278370675,0.510085136778377,-0.184044095234176,0.290195998959209,-0.489730218419741,0.275101456287006
"P26039, Q71LX4",0.146026837734006,-0.0100530528897069,0.123610075040608,-0.026653015851537,-0.269968724892927,0.0370378808595566,-0.412635101079186,0.418102517071886,-0.171243901868819,0.28595245751478,-0.364850171716901,0.244674200078241
"P26040",0.134906260762684,-0.238776479614294,-0.407484287633903,-0.416771000350804,0.671442311965126,0.256683194871192,0.0276619437446808,1.48745148774953,-0.482410712357107,-0.147324236030478,-0.570700101966923,-0.314678381139706
"P26040, P26041, P26043",0.197525885348059,-0.184967995352018,-0.411063781674599,-0.425007636144985,0.453272418008276,0.370241109815267,-0.0975261417776032,1.40065422268502,-0.519014182468145,-0.0150270664022147,-0.54804899946258,-0.221037832574472
"P26040, Q8CJ40",-0.074508067044003,-0.223853387928185,-0.255499823485796,-0.186732137917911,0.480464568713102,0.260128847662794,NA,NA,NA,NA,NA,NA
"P26041",0.143626485558401,-0.214266592936892,-0.415448703946152,-0.508092426970925,0.558281939734569,0.435899298560999,-0.0541140210513955,1.2807938912247,-0.390019673007103,-0.00997980378666741,-0.615241264714872,-0.211439128664662
"P26041, P26043",0.189099269790171,-0.208991424412389,-0.431858623250021,-0.47838238421297,0.534923923994069,0.39520923809114,0.0794216966435628,0.993734309700582,-0.225394992552616,-0.127872616445613,-0.542496766778311,-0.177391630567605
"P26043",0.197717880894886,-0.172006380560305,-0.191843826569421,0.1472090685617,-0.0598885452198754,0.078811802893016,-0.221740349081334,1.09302065511645,-0.375366426546652,0.144112327389039,-0.497642038323641,-0.142384168553861
"P26262",0.0544908005943761,0.0603252848177407,0.105315722976731,0.234932649686716,-0.215660361839503,-0.239404096236061,-0.140018806157084,-0.396232033445547,0.068065434471583,0.25708027903829,0.161237600631132,0.0498675254616257
"P27005",0.482331601745867,0.118087504778616,-0.185083594502352,-0.0871955076116708,-0.224992954093993,-0.103147050316466,NA,NA,NA,NA,NA,NA
"P27600",-0.60631544591633,-0.193836144897503,-0.10621777905682,-0.000219951804215412,0.479844838117753,0.426744483557115,1.63962207865827,-1.40854901909429,0.731536101011605,-0.0620260567818125,0.0631933729352365,-0.963776476729004
"P27656",-0.0787218892631909,0.0579924979994217,0.175580779578421,-0.106198486934483,-0.299100540258678,0.25044763887851,0.037300743235074,-0.263484580491875,-0.038043454416957,-0.0474603749124252,0.169115003935178,0.142572662651006
"P27773",-0.223533918383938,-0.25624927429532,-0.165587046562117,-0.273919159135921,1.1144448144202,-0.195155416042906,-0.0842462432736717,-0.329362197769086,0.258751916837602,0.00769212916534778,0.577589005092765,-0.430424610052956
"P28665",0.133129714608044,0.148331276784403,0.371683299364257,0.448391335297749,-0.584317607751372,-0.517218018303082,-0.219011675926109,-0.574599406330342,0.282584022227999,0.473956690511238,-0.358238750227801,0.395309119745015
"P28665, P28666",0.254463771377649,0.184961286694007,0.385346542846253,0.472626845615196,-0.695879092936467,-0.601519353596639,-0.214306144776459,-0.739282623232248,0.297488046122973,0.543655673277522,-0.354818367146229,0.467263415754441
"P28665, P28666, Q61838, Q6GQT1",-0.00503049898670582,0.27106219880577,0.637165688954267,0.250434210634336,-0.613314135910068,-0.5403174634976,NA,NA,NA,NA,NA,NA
